ili-30-01402872-v	snap%2:35:03;
ili-30-00295563-v	untune%2:30:00;
ili-30-02550868-v	relieve%2:41:00;salvage%2:41:00;salve%2:41:00;save%2:41:01;
ili-30-01545079-v	lay%2:35:02;
ili-30-02443609-v	preside%2:41:00;
ili-30-01649605-v	riff%2:36:00;
ili-30-02348182-v	obligate%2:40:00;
ili-30-00525805-v	camp%2:30:00;
ili-30-00870577-v	admonish%2:32:02;monish%2:32:00;discourage%2:32:02;warn%2:32:01;
ili-30-01062050-v	hypothecate%2:32:00;
ili-30-00565481-v	gelatinize%2:30:02;
ili-30-00569741-v	plasticise%2:30:01;plasticize%2:30:01;
ili-30-01607871-v	mound_over%2:35:00;
ili-30-02531625-v	examine%2:41:00;test%2:41:00;essay%2:41:01;prove%2:41:03;try_out%2:41:00;try%2:41:01;
ili-30-01966861-v	hop-skip%2:38:00;hop%2:38:00;skip%2:38:00;
ili-30-00963961-v	smatter%2:32:00;
ili-30-02288295-v	acquire%2:40:06;gain%2:40:01;win%2:40:00;
ili-30-00746242-v	predestine%2:32:00;
ili-30-01217780-v	pleat%2:35:02;plicate%2:35:00;
ili-30-00634906-v	figure_out%2:31:00;lick%2:31:00;work%2:31:13;puzzle_out%2:31:00;work_out%2:31:04;solve%2:31:00;
ili-30-01173813-v	peck%2:34:00;pick_up%2:34:00;
ili-30-00981083-v	formularise%2:32:00;formularize%2:32:00;
ili-30-01731828-v	carol%2:36:00;
ili-30-01900918-v	lollop%2:38:00;
ili-30-02744451-v	afford%2:42:00;
ili-30-00599720-v	wise_up%2:31:01;
ili-30-01510173-v	flip%2:35:01;switch%2:35:00;throw%2:35:01;
ili-30-01748273-v	overprint%2:36:00;print_over%2:36:00;
ili-30-01667969-v	stick%2:36:03;
ili-30-01896213-v	foxtrot%2:38:00;
ili-30-00983635-v	vocalise%2:32:00;vocalize%2:32:00;vowelise%2:32:00;vowelize%2:32:00;
ili-30-02361981-v	sanitate%2:40:00;
ili-30-00666722-v	source%2:31:00;
ili-30-00003826-v	hiccough%2:29:00;hiccup%2:29:00;
ili-30-01531635-v	tease%2:35:02;
ili-30-00310812-v	luxuriate%2:30:00;
ili-30-01717851-v	debut%2:36:01;
ili-30-02670270-v	go_a_long_way%2:42:00;
ili-30-02198973-v	see_through%2:39:00;
ili-30-01876907-v	fluctuate%2:38:00;vacillate%2:38:00;waver%2:38:01;
ili-30-01908204-v	port%2:38:03;
ili-30-02177661-v	tweet%2:39:00;twirp%2:39:00;
ili-30-00108303-v	fracture%2:29:02;
ili-30-02317970-v	beggar%2:40:00;pauperise%2:40:00;pauperize%2:40:00;
ili-30-00974786-v	blazon_out%2:32:00;cry%2:32:02;
ili-30-01139865-v	bird%2:33:00;birdwatch%2:33:00;
ili-30-00221718-v	brace_up%2:30:00;undergird%2:30:00;
ili-30-00312278-v	blind%2:30:01;dim%2:30:03;
ili-30-00737005-v	drink_in%2:31:00;drink%2:31:00;
ili-30-01317424-v	seek_out%2:35:00;
ili-30-01457489-v	groove%2:35:02;
ili-30-01898592-v	wag%2:38:00;waggle%2:38:00;
ili-30-02559613-v	shipwreck%2:41:00;
ili-30-00334186-v	break%2:30:00;come_apart%2:30:00;fall_apart%2:30:03;separate%2:30:03;split_up%2:30:00;
ili-30-01268870-v	beeswax%2:35:00;
ili-30-01947735-v	kayak%2:38:00;
ili-30-01413917-v	cut%2:35:07;
ili-30-01820648-v	feast_one's_eyes%2:37:00;
ili-30-02196081-v	pepper%2:39:00;
ili-30-01602318-v	balance%2:35:00;poise%2:35:01;
ili-30-00511040-v	flag%2:30:00;
ili-30-00144040-v	culminate%2:30:02;
ili-30-02315759-v	inherit%2:40:01;
ili-30-00180837-v	clean%2:30:00;scavenge%2:30:00;
ili-30-01288461-v	enchain%2:35:00;
ili-30-01213273-v	nab%2:35:01;
ili-30-00037514-v	depilate%2:29:00;epilate%2:29:00;
ili-30-00430999-v	thin%2:30:00;
ili-30-00097179-v	mature%2:29:04;suppurate%2:29:01;
ili-30-01289155-v	leash%2:35:00;rope%2:35:00;
ili-30-01303855-v	frap%2:35:00;
ili-30-01373844-v	spray%2:35:01;
ili-30-01049606-v	carry%2:32:00;
ili-30-00914420-v	pipe_up%2:32:01;pipe%2:32:00;shriek%2:32:00;shrill%2:32:00;
ili-30-00819508-v	confess%2:32:00;squeal%2:32:00;fink%2:32:00;
ili-30-02469596-v	canton%2:41:00;
ili-30-01764171-v	cark%2:37:00;disorder%2:37:00;disquiet%2:37:00;unhinge%2:37:00;distract%2:37:02;perturb%2:37:00;trouble%2:37:00;
ili-30-02358922-v	fall%2:40:12;
ili-30-00118922-v	sit_tight%2:30:00;
ili-30-01055146-v	click%2:32:01;
ili-30-00141914-v	fork%2:30:01;
ili-30-01762178-v	fuel%2:37:00;
ili-30-02457058-v	disinter%2:41:00;exhume%2:41:00;
ili-30-01359007-v	blanket%2:35:00;
ili-30-01093172-v	war%2:33:00;
ili-30-00073813-v	purge%2:29:00;
ili-30-02224055-v	get_rid_of%2:40:01;remove%2:40:00;
ili-30-02754598-v	distribute%2:42:00;
ili-30-01470856-v	assume%2:35:00;
ili-30-00380424-v	commute%2:30:00;permute%2:30:00;transpose%2:30:00;
ili-30-00464828-v	synchronise%2:30:03;synchronize%2:30:03;
ili-30-01039330-v	signalise%2:32:01;signalize%2:32:01;sign%2:32:01;signal%2:32:00;
ili-30-00181180-v	degas%2:30:00;
ili-30-00700517-v	charge%2:31:12;
ili-30-02186506-v	clink%2:39:00;tink%2:39:00;chink%2:39:00;tinkle%2:39:00;
ili-30-00715541-v	nail_down%2:31:00;narrow_down%2:31:00;narrow%2:31:00;peg_down%2:31:00;pin_down%2:31:00;specify%2:31:02;
ili-30-02733334-v	shine%2:42:01;
ili-30-02674340-v	suck%2:42:00;
ili-30-01692579-v	letter%2:36:01;
ili-30-00799076-v	swallow%2:32:00;take_back%2:32:00;unsay%2:32:00;withdraw%2:32:01;
ili-30-02401051-v	co-opt%2:41:02;
ili-30-00476538-v	lustrate%2:30:00;
ili-30-01795428-v	blow_a_fuse%2:37:00;blow_one's_stack%2:37:00;blow_up%2:37:00;combust%2:37:00;flip_one's_lid%2:37:00;flip_one's_wig%2:37:00;fly_off_the_handle%2:37:00;have_a_fit%2:37:00;have_kittens%2:37:00;hit_the_ceiling%2:37:00;hit_the_roof%2:37:00;lose_one's_temper%2:37:00;throw_a_fit%2:37:00;go_ballistic%2:37:00;
ili-30-01227235-v	interpenetrate%2:35:00;permeate%2:35:02;
ili-30-01857093-v	migrate%2:38:01;
ili-30-02467203-v	liberalise%2:41:01;liberalize%2:41:01;
ili-30-02656995-v	take_in%2:42:00;
ili-30-00047032-v	bundle_up%2:29:00;
ili-30-01084170-v	tee_off%2:33:00;
ili-30-00297333-v	zero_in%2:30:00;zero%2:30:00;
ili-30-01312123-v	dibble%2:35:01;
ili-30-01876434-v	swag%2:38:00;
ili-30-01922466-v	scale%2:38:00;
ili-30-01839280-v	whine%2:38:00;
ili-30-00148341-v	drop%2:30:09;
ili-30-01076250-v	fullback%2:33:00;
ili-30-02022486-v	ground%2:38:01;run_aground%2:38:01;strand%2:38:02;
ili-30-00366275-v	condense%2:30:03;
ili-30-00102586-v	harm%2:29:00;
ili-30-00627420-v	scry%2:31:00;
ili-30-02723951-v	date_back%2:42:00;date_from%2:42:00;go_back%2:42:00;
ili-30-01634142-v	concoct%2:36:00;dream_up%2:36:00;think_of%2:36:00;hatch%2:36:00;think_up%2:36:00;
ili-30-00556593-v	draw%2:30:14;
ili-30-01180701-v	plank%2:34:00;
ili-30-00683127-v	bethink%2:31:00;
ili-30-00045639-v	curry%2:29:00;dress%2:29:06;groom%2:29:03;
ili-30-00320246-v	brown%2:30:00;
ili-30-00750842-v	overburden%2:32:00;
ili-30-02496388-v	keep_in%2:41:00;
ili-30-02168710-v	seel%2:39:00;
ili-30-02243461-v	remainder%2:40:00;
ili-30-02033137-v	bend%2:38:01;
ili-30-01425511-v	cuddle%2:35:01;
ili-30-01738774-v	develop%2:36:01;
ili-30-00949841-v	chalk_up%2:32:00;tally%2:32:01;
ili-30-02087377-v	strand%2:38:03;
ili-30-00452098-v	water%2:30:04;
ili-30-01293918-v	cog%2:35:00;
ili-30-00176459-v	enucleate%2:30:00;
ili-30-02444159-v	work%2:41:11;
ili-30-01511706-v	impel%2:35:00;propel%2:35:00;
ili-30-02179518-v	sound%2:39:01;
ili-30-02600255-v	follow%2:41:10;
ili-30-02615739-v	pig_it%2:42:00;pig%2:42:00;
ili-30-01460408-v	rice%2:35:00;
ili-30-00663682-v	cross-check%2:31:00;
ili-30-00959367-v	dwell%2:32:00;harp%2:32:00;
ili-30-02635547-v	necessitate%2:42:01;
ili-30-02334867-v	arm%2:40:00;
ili-30-02103925-v	translate%2:38:04;
ili-30-02244248-v	sell_off%2:40:00;
ili-30-01064560-v	spell%2:32:02;
ili-30-00245913-v	rotate%2:30:04;
ili-30-01800195-v	crush%2:37:00;smash%2:37:00;demolish%2:37:00;
ili-30-02668170-v	fill_the_bill%2:42:00;fit_the_bill%2:42:00;
ili-30-02482784-v	burke%2:41:00;
ili-30-01287797-v	truss%2:35:01;
ili-30-01339812-v	undrape%2:35:00;
ili-30-02453889-v	back%2:41:00;endorse%2:41:00;indorse%2:41:00;plump_for%2:41:00;plunk_for%2:41:00;support%2:41:01;
ili-30-02304241-v	capture%2:40:01;
